station,station_id,date,discharge_m3s
Mogami_302111282214010,302111282214010,1981-02-25,83.29
Mogami_302111282214010,302111282214010,1981-02-26,82.73
Mogami_302111282214010,302111282214010,1981-02-27,81.47
Mogami_302111282214010,302111282214010,1981-02-28,79.24
Mogami_302111282214010,302111282214010,1981-03-01,77.19
Mogami_302111282214010,302111282214010,1981-03-02,75.96
Mogami_302111282214010,302111282214010,1981-03-03,76.32
Mogami_302111282214010,302111282214010,1981-03-04,77.79
Mogami_302111282214010,302111282214010,1981-03-05,83.1
Mogami_302111282214010,302111282214010,1981-03-06,103.16
Mogami_302111282214010,302111282214010,1981-03-07,100.5
Mogami_302111282214010,302111282214010,1981-03-08,109.7
Mogami_302111282214010,302111282214010,1981-03-09,117.12
Mogami_302111282214010,302111282214010,1981-03-10,112.21
Mogami_302111282214010,302111282214010,1981-03-11,110.34
Mogami_302111282214010,302111282214010,1981-03-12,107.15
Mogami_302111282214010,302111282214010,1981-03-13,127.86
Mogami_302111282214010,302111282214010,1981-03-14,225.34
Mogami_302111282214010,302111282214010,1981-03-15,495.01
Mogami_302111282214010,302111282214010,1981-03-16,623.5
Mogami_302111282214010,302111282214010,1981-03-17,331.38
Mogami_302111282214010,302111282214010,1981-03-18,266.73
Mogami_302111282214010,302111282214010,1981-03-19,349.06
Mogami_302111282214010,302111282214010,1981-03-20,491.53
Mogami_302111282214010,302111282214010,1981-03-21,616.56
Mogami_302111282214010,302111282214010,1981-03-22,648.96
Mogami_302111282214010,302111282214010,1981-03-23,981.58
Mogami_302111282214010,302111282214010,1981-03-24,723.99
Mogami_302111282214010,302111282214010,1981-03-25,654.6
Mogami_302111282214010,302111282214010,1981-03-26,863.03
Mogami_302111282214010,302111282214010,1981-03-27,1062.27
Mogami_302111282214010,302111282214010,1981-03-28,597.99
Mogami_302111282214010,302111282214010,1981-03-29,513.65
Mogami_302111282214010,302111282214010,1981-03-30,505.95
Mogami_302111282214010,302111282214010,1981-03-31,499.12
Mogami_302111282214010,302111282214010,1981-04-01,394.44
Mogami_302111282214010,302111282214010,1981-04-02,522.24
Mogami_302111282214010,302111282214010,1981-04-03,728.51
Mogami_302111282214010,302111282214010,1981-04-04,623.68
Mogami_302111282214010,302111282214010,1981-04-05,626.88
Mogami_302111282214010,302111282214010,1981-04-06,731.26
Mogami_302111282214010,302111282214010,1981-04-07,1014.34
Mogami_302111282214010,302111282214010,1981-04-08,960.77
Mogami_302111282214010,302111282214010,1981-04-09,794.04
Mogami_302111282214010,302111282214010,1981-04-10,902.59
Mogami_302111282214010,302111282214010,1981-04-11,1201.97
Mogami_302111282214010,302111282214010,1981-04-12,1281.11
Mogami_302111282214010,302111282214010,1981-04-13,1158.01
Mogami_302111282214010,302111282214010,1981-04-14,807.15
Mogami_302111282214010,302111282214010,1981-04-15,672.11
Mogami_302111282214010,302111282214010,1981-04-16,616.32
Mogami_302111282214010,302111282214010,1981-04-17,703.04
Mogami_302111282214010,302111282214010,1981-04-18,743.38
Mogami_302111282214010,302111282214010,1981-04-19,551.36
Mogami_302111282214010,302111282214010,1981-04-20,979.16
Mogami_302111282214010,302111282214010,1981-04-21,1284.96
Mogami_302111282214010,302111282214010,1981-04-22,900.48
Mogami_302111282214010,302111282214010,1981-04-23,799.2
Mogami_302111282214010,302111282214010,1981-04-24,940.87
Mogami_302111282214010,302111282214010,1981-04-25,971.39
Mogami_302111282214010,302111282214010,1981-04-26,776.17
Mogami_302111282214010,302111282214010,1981-04-27,765.75
Mogami_302111282214010,302111282214010,1981-04-28,829.01
Mogami_302111282214010,302111282214010,1981-04-29,655.19
Mogami_302111282214010,302111282214010,1981-04-30,742.12
Mogami_302111282214010,302111282214010,1981-05-01,1065.15
Mogami_302111282214010,302111282214010,1981-05-02,887.25
Mogami_302111282214010,302111282214010,1981-05-03,843.23
Mogami_302111282214010,302111282214010,1981-05-04,1000.54
Mogami_302111282214010,302111282214010,1981-05-05,753.28
Mogami_302111282214010,302111282214010,1981-05-06,590.49
Mogami_302111282214010,302111282214010,1981-05-07,505.89
Mogami_302111282214010,302111282214010,1981-05-08,1007.95
Mogami_302111282214010,302111282214010,1981-05-09,847.21
Mogami_302111282214010,302111282214010,1981-05-10,828.68
